userId,rating,movieId
0,1.0,450
0,2.0,1818
0,3.0,460
0,4.0,285
0,5.0,285
0,6.0,194
0,7.0,99
0,8.0,1379
0,9.0,2002
0,10.0,1493
0,11.0,87
0,12.0,1685
0,13.0,1535
0,14.0,1892
0,15.0,447
0,16.0,1168
0,17.0,285
0,18.0,285
0,19.0,1133
1,1.0,450
1,2.0,1818
1,3.0,460
1,4.0,285
1,5.0,285
1,6.0,194
1,7.0,99
1,8.0,1379
1,9.0,2002
1,10.0,1493
1,11.0,87
1,12.0,1685
1,13.0,1535
1,14.0,1892
1,15.0,913
1,16.0,1945
1,17.0,285
1,18.0,285
1,19.0,589
2,1.0,450
2,2.0,1818
2,3.0,460
2,4.0,285
2,5.0,285
2,6.0,194
2,7.0,99
2,8.0,1379
2,9.0,2002
2,10.0,1493
2,11.0,87
2,12.0,1685
2,13.0,1535
2,14.0,1892
2,15.0,1715
2,16.0,1227
2,17.0,285
2,18.0,285
2,19.0,1345
3,1.0,450
3,2.0,1818
3,3.0,460
3,4.0,285
3,5.0,285
3,6.0,1833
3,7.0,99
3,8.0,1379
3,9.0,2002
3,10.0,1493
3,11.0,87
3,12.0,1685
3,13.0,1535
3,14.0,1892
3,15.0,739
3,16.0,226
3,17.0,285
3,18.0,285
3,19.0,875
4,1.0,450
4,2.0,1818
4,3.0,460
4,4.0,285
4,5.0,285
4,6.0,194
4,7.0,99
4,8.0,1379
4,9.0,2002
4,10.0,1493
4,11.0,87
4,12.0,1685
4,13.0,1535
4,14.0,1892
4,15.0,1139
4,16.0,559
4,17.0,285
4,18.0,285
4,19.0,1756
5,1.0,450
5,2.0,1818
5,3.0,460
5,4.0,285
5,5.0,285
5,6.0,194
5,7.0,99
5,8.0,1379
5,9.0,2002
5,10.0,1493
5,11.0,87
5,12.0,1685
5,13.0,1535
5,14.0,1892
5,15.0,1720
5,16.0,192
5,17.0,285
5,18.0,285
5,19.0,29
6,1.0,450
6,2.0,1818
6,3.0,460
6,4.0,285
6,5.0,285
6,6.0,194
6,7.0,99
6,8.0,1379
6,9.0,2002
6,10.0,1493
6,11.0,87
6,12.0,1685
6,13.0,1535
6,14.0,1892
6,15.0,341
6,16.0,703
6,17.0,285
6,18.0,285
6,19.0,911
7,1.0,450
7,2.0,1818
7,3.0,460
7,4.0,285
7,5.0,285
7,6.0,180
7,7.0,99
7,8.0,1379
7,9.0,2002
7,10.0,1493
7,11.0,87
7,12.0,1685
7,13.0,1535
7,14.0,1892
7,15.0,1072
7,16.0,1048
7,17.0,285
7,18.0,285
7,19.0,81
8,1.0,888
8,2.0,2000
8,3.0,568
8,4.0,285
8,5.0,285
8,6.0,116
8,7.0,99
8,8.0,112
8,9.0,2002
8,10.0,2173
8,11.0,87
8,12.0,232
8,13.0,1535
8,14.0,1787
8,15.0,517
8,16.0,803
8,17.0,552
8,18.0,1040
8,19.0,2055
9,1.0,888
9,2.0,2000
9,3.0,568
9,4.0,285
9,5.0,285
9,6.0,116
9,7.0,99
9,8.0,112
9,9.0,2002
9,10.0,2173
9,11.0,87
9,12.0,232
9,13.0,1535
9,14.0,1787
9,15.0,1181
9,16.0,2107
9,17.0,938
9,18.0,1170
9,19.0,1121
10,1.0,888
10,2.0,2000
10,3.0,568
10,4.0,285
10,5.0,285
10,6.0,1099
10,7.0,99
10,8.0,112
10,9.0,2002
10,10.0,2173
10,11.0,87
10,12.0,232
10,13.0,1535
10,14.0,1787
10,15.0,1526
10,16.0,2051
10,17.0,1200
10,18.0,1314
10,19.0,1013
11,1.0,888
11,2.0,2000
11,3.0,568
11,4.0,285
11,5.0,285
11,6.0,116
11,7.0,99
11,8.0,112
11,9.0,2002
11,10.0,2173
11,11.0,87
11,12.0,232
11,13.0,1535
11,14.0,1787
11,15.0,1335
11,16.0,939
11,17.0,1635
11,18.0,1314
11,19.0,508
12,1.0,888
12,2.0,2000
12,3.0,568
12,4.0,285
12,5.0,285
12,6.0,116
12,7.0,99
12,8.0,112
12,9.0,2002
12,10.0,2173
12,11.0,87
12,12.0,232
12,13.0,1535
12,14.0,1787
12,15.0,1576
12,16.0,549
12,17.0,1653
12,18.0,771
12,19.0,885
13,1.0,1615
13,2.0,2000
13,3.0,568
13,4.0,285
13,5.0,285
13,6.0,116
13,7.0,99
13,8.0,112
13,9.0,2002
13,10.0,2173
13,11.0,87
13,12.0,232
13,13.0,1535
13,14.0,1787
13,15.0,1697
13,16.0,335
13,17.0,285
13,18.0,1611
13,19.0,887
14,1.0,888
14,2.0,2000
14,3.0,568
14,4.0,285
14,5.0,285
14,6.0,116
14,7.0,99
14,8.0,112
14,9.0,2002
14,10.0,2173
14,11.0,87
14,12.0,232
14,13.0,1535
14,14.0,1787
14,15.0,574
14,16.0,831
14,17.0,285
14,18.0,1611
14,19.0,1269
15,1.0,888
15,2.0,2000
15,3.0,568
15,4.0,285
15,5.0,285
15,6.0,116
15,7.0,99
15,8.0,112
15,9.0,2002
15,10.0,2173
15,11.0,87
15,12.0,232
15,13.0,1535
15,14.0,1312
15,15.0,119
15,16.0,1218
15,17.0,1952
15,18.0,1336
15,19.0,1912
16,1.0,888
16,2.0,2000
16,3.0,568
16,4.0,285
16,5.0,285
16,6.0,116
16,7.0,99
16,8.0,112
16,9.0,2002
16,10.0,2173
16,11.0,1487
16,12.0,232
16,13.0,1535
16,14.0,1312
16,15.0,2152
16,16.0,1224
16,17.0,1681
16,18.0,743
16,19.0,1603
17,1.0,888
17,2.0,2000
17,3.0,568
17,4.0,285
17,5.0,285
17,6.0,116
17,7.0,99
17,8.0,112
17,9.0,2002
17,10.0,2173
17,11.0,87
17,12.0,232
17,13.0,1535
17,14.0,1312
17,15.0,694
17,16.0,1897
17,17.0,938
17,18.0,625
17,19.0,941
18,1.0,888
18,2.0,2000
18,3.0,568
18,4.0,285
18,5.0,285
18,6.0,116
18,7.0,99
18,8.0,112
18,9.0,2002
18,10.0,2173
18,11.0,87
18,12.0,232
18,13.0,1535
18,14.0,1312
18,15.0,502
18,16.0,1477
18,17.0,1635
18,18.0,1392
18,19.0,373
19,1.0,1695
19,2.0,100
19,3.0,1463
19,4.0,285
19,5.0,285
19,6.0,1574
19,7.0,99
19,8.0,235
19,9.0,662
19,10.0,1420
19,11.0,87
19,12.0,232
19,13.0,1535
19,14.0,1787
19,15.0,517
19,16.0,803
19,17.0,1480
19,18.0,645
19,19.0,2055
20,1.0,1695
20,2.0,100
20,3.0,1463
20,4.0,285
20,5.0,285
20,6.0,1574
20,7.0,99
20,8.0,235
20,9.0,662
20,10.0,1420
20,11.0,87
20,12.0,232
20,13.0,1535
20,14.0,1787
20,15.0,1181
20,16.0,2107
20,17.0,1681
20,18.0,1999
20,19.0,1121
21,1.0,1695
21,2.0,100
21,3.0,1463
21,4.0,285
21,5.0,285
21,6.0,1574
21,7.0,99
21,8.0,235
21,9.0,662
21,10.0,1420
21,11.0,87
21,12.0,232
21,13.0,1535
21,14.0,1416
21,15.0,1526
21,16.0,2051
21,17.0,764
21,18.0,476
21,19.0,1013
22,1.0,1695
22,2.0,100
22,3.0,1463
22,4.0,285
22,5.0,285
22,6.0,1574
22,7.0,99
22,8.0,235
22,9.0,662
22,10.0,1420
22,11.0,87
22,12.0,1893
22,13.0,1535
22,14.0,1616
22,15.0,1335
22,16.0,939
22,17.0,1635
22,18.0,511
22,19.0,508
23,1.0,1695
23,2.0,100
23,3.0,1463
23,4.0,285
23,5.0,285
23,6.0,1574
23,7.0,99
23,8.0,235
23,9.0,662
23,10.0,1420
23,11.0,87
23,12.0,232
23,13.0,1535
23,14.0,1787
23,15.0,1576
23,16.0,549
23,17.0,1681
23,18.0,124
23,19.0,885
24,1.0,1695
24,2.0,100
24,3.0,1463
24,4.0,285
24,5.0,285
24,6.0,1574
24,7.0,99
24,8.0,235
24,9.0,662
24,10.0,766
24,11.0,87
24,12.0,232
24,13.0,654
24,14.0,1787
24,15.0,1697
24,16.0,335
24,17.0,285
24,18.0,1611
24,19.0,887
25,1.0,1695
25,2.0,100
25,3.0,1463
25,4.0,285
25,5.0,285
25,6.0,1574
25,7.0,99
25,8.0,235
25,9.0,662
25,10.0,1420
25,11.0,87
25,12.0,232
25,13.0,1535
25,14.0,1787
25,15.0,574
25,16.0,831
25,17.0,540
25,18.0,1126
25,19.0,1269
26,1.0,1695
26,2.0,856
26,3.0,1463
26,4.0,285
26,5.0,285
26,6.0,1574
26,7.0,99
26,8.0,235
26,9.0,662
26,10.0,1420
26,11.0,87
26,12.0,232
26,13.0,1535
26,14.0,1312
26,15.0,119
26,16.0,1218
26,17.0,2182
26,18.0,2016
26,19.0,1912
27,1.0,1695
27,2.0,100
27,3.0,1463
27,4.0,285
27,5.0,285
27,6.0,1574
27,7.0,99
27,8.0,235
27,9.0,662
27,10.0,1420
27,11.0,87
27,12.0,1650
27,13.0,1535
27,14.0,1312
27,15.0,2152
27,16.0,1224
27,17.0,1681
27,18.0,2179
27,19.0,1603
28,1.0,1695
28,2.0,100
28,3.0,1463
28,4.0,285
28,5.0,285
28,6.0,1574
28,7.0,99
28,8.0,235
28,9.0,662
28,10.0,1420
28,11.0,87
28,12.0,232
28,13.0,1535
28,14.0,1312
28,15.0,694
28,16.0,1897
28,17.0,442
28,18.0,441
28,19.0,941
29,1.0,1695
29,2.0,100
29,3.0,1463
29,4.0,285
29,5.0,285
29,6.0,1574
29,7.0,99
29,8.0,235
29,9.0,662
29,10.0,1420
29,11.0,87
29,12.0,232
29,13.0,1535
29,14.0,1312
29,15.0,502
29,16.0,1477
29,17.0,1635
29,18.0,171
29,19.0,373
30,1.0,1695
30,2.0,100
30,3.0,1463
30,4.0,285
30,5.0,285
30,6.0,1574
30,7.0,99
30,8.0,235
30,9.0,662
30,10.0,1420
