title,movieId
index,2410
id,2411
beer-name,2412
style,2413
ounces,2414
abv,2415
ibu,2416
brewery_id,2417
brewery-name,2418
city,2419
state,2420
,2421
2491,2422
663,2423
2199,2424
Dagger Falls IPA,2425
1442,2426
Schoolhouse Honey,2427
2127,2428
970,2429
Pre Flight Pilsner,2430
1981,2431
2039,2432
Powder Hound Winter Ale,2433
Detroit,2434
Underachiever,2435
278,2436
Shark Bait,2437
Kol' Beer,2438
Nectar of the Hops,2439
Pretzel Stout,2440
Elm City Pilsner,2441
UFO White,2442
Coalition Brewing Company,2443
531,2444
Hooksett,2445
0.095,2446
Boise Co-Op Two Score Ale,2447
2225,2448
571,2449
2322,2450
615,2451
177,2452
2471,2453
Helles Golden Lager,2454
Third Eye Enlightened Pale Ale,2455
232,2456
Ale Cider,2457
O'Fallon Pumpkin Beer,2458
Ada,2459
Santa Fe Oktoberfest,2460
Beach Blonde,2461
Love Street Summer Seasonal (2014),2462
2547,2463
353,2464
Cropduster Mid-American IPA,2465
Mountain Crest,2466
954,2467
Foreman,2468
Lewis & Clark Amber Ale,2469
2433,2470
2531,2471
153,2472
Rule G IPA,2473
328,2474
Earth-Like Planets,2475
Stratford,2476
1595,2477
358,2478
#002 American I.P.A.,2479
1814,2480
Havanüther,2481
6 String Saison,2482
American India Pale Lager,2483
Stout Ol' Friend,2484
7venth Sun,2485
1626,2486
349,2487
South Austin Brewery,2488
Somerset Center,2489
826,2490
2563,2491
ND,2492
Pawtucket,2493
Clear Creek Ice,2494
Sweet Josie,2495
963,2496
Great Northern Brewing Company,2497
305,2498
Neshaminy Creek Brewing Company,2499
Helios Hefeweizen (2013),2500
139,2501
1055,2502
Wheat Ale,2503
DE,2504
Framingham MA,2505
Refuge Brewery,2506
Firemans #4 Blonde Ale (2013),2507
1357,2508
American Strong Ale,2509
702,2510
1450,2511
Deep Ellum Brewing Company,2512
1137,2513
The Bronx Brewery,2514
2436,2515
399,2516
1338,2517
2280,2518
Helen's Blend,2519
Starr Pils,2520
2511,2521
The Corruption,2522
Oregon Trail Unfiltered Raspberry Wheat,2523
Figueroa Mountain Brewing Company,2524
Flagship IPA,2525
1416,2526
1070,2527
788,2528
Snaggletooth Double Pale Ale,2529
Angry Orchard Crisp Apple,2530
2015,2531
2421,2532
Yakima,2533
Blue Hills Brewery,2534
2333,2535
170,2536
Pleasure Town IPA,2537
Lil' Helper,2538
Full Moon Belgian White Ale,2539
Brutus,2540
Lighthouse Amber,2541
Jack's Hard Cider,2542
oSKAr the G'Rauch,2543
Troegenator Doublebock,2544
Long Day Lager,2545
Cafe Leche,2546
Scarecrow,2547
1833,2548
Oktoberfest Revolution,2549
1873,2550
Widmer Brothers Brewing Company,2551
412,2552
163,2553
545,2554
0.042,2555
19.2 oz.,2556
1582,2557
1461,2558
1421,2559
Witch's Hat Brewing Company,2560
Frosted Fields Winter Wheat,2561
Dillon,2562
2549,2563
1071,2564
Anthem Brewing Company,2565
494,2566
Paso Robles,2567
UT,2568
747,2569
130,2570
1564,2571
2412,2572
2673,2573
637,2574
Disconnected Red,2575
Hefe Lemon,2576
Kinston,2577
Cleveland Beer Week 2013,2578
1449,2579
Rochester MI,2580
1488,2581
2497,2582
Jack's Abby Craft Lagers,2583
682,2584
Pyramid Hefeweizen (2011),2585
NOLA Brown Ale,2586
373,2587
1566,2588
Pistols at Dawn,2589
291,2590
Menominie,2591
1476,2592
Walter's Premium Pilsener Beer,2593
72,2594
Misty Mountain IPA,2595
449,2596
1891,2597
Black Mountain,2598
625,2599
2519,2600
610,2601
MechaHopzilla,2602
Flying Mouse 8,2603
549,2604
97,2605
Great Crescent Belgian Style Wit,2606
Beer Agent Re-Ignition,2607
21st Amendment Brewery,2608
Sweet Action (2011),2609
Floyd's Folly,2610
Lincoln,2611
0.057999999999999996%,2612
Hog Wild India Pale Ale,2613
Colorado Native,2614
1948,2615
508,2616
Bourbon Barrel Aged Timmie,2617
Renegade Brewing Company,2618
Summer Wheat,2619
Dad,2620
Crank Yanker IPA,2621
1898,2622
Yard Sale Winter Lager,2623
Chapman's Brewing,2624
852,2625
Stout Ol' Friend (2012),2626
Even Keel,2627
Blood Orange Wit,2628
1710,2629
1966,2630
1098,2631
867,2632
1067,2633
GreyBeard™ IPA,2634
598,2635
KelSo Pilsner,2636
Indiana City Brewing,2637
Santa Cruz,2638
London Balling,2639
Yo Soy Un Berliner,2640
1669,2641
2253,2642
210,2643
1704,2644
458,2645
2230,2646
Bucryus,2647
Rubberneck Red,2648
2364,2649
779,2650
Dankosaurus,2651
Burlington,2652
Best Brown,2653
0.04,2654
2201,2655
0.061%,2656
Laimas Kölsch Style Ale,2657
Smooth Operator,2658
Brew Bus Brewing,2659
Viking Ice Hole,2660
Bronx,2661
2256,2662
Granger,2663
817,2664
