userId,rating,movieId
0,0.0,7163
0,1.0,7156
0,2.0,5117
0,3.0,2989
0,4.0,8104
0,5.0,7196
0,6.0,2421
0,7.0,3563
0,8.0,5886
0,9.0,3877
0,10.0,3680
1,0.0,4104
1,1.0,8176
1,2.0,4677
1,3.0,4409
1,4.0,7666
1,5.0,8455
1,6.0,2421
1,7.0,2452
1,8.0,3108
1,9.0,3383
1,10.0,5301
2,0.0,4665
2,1.0,2822
2,2.0,7565
2,3.0,6743
2,4.0,7595
2,5.0,6420
2,6.0,2421
2,7.0,2452
2,8.0,3108
2,9.0,3383
2,10.0,5301
3,0.0,6311
3,1.0,4938
3,2.0,7510
3,3.0,4887
3,4.0,8104
3,5.0,3070
3,6.0,2421
3,7.0,2452
3,8.0,3108
3,9.0,3383
3,10.0,5301
4,0.0,7964
4,1.0,8505
4,2.0,7269
4,3.0,6743
4,4.0,6554
4,5.0,2788
4,6.0,2421
4,7.0,2452
4,8.0,3108
4,9.0,3383
4,10.0,5301
5,0.0,5996
5,1.0,4320
5,2.0,3466
5,3.0,3928
5,4.0,8104
5,5.0,6084
5,6.0,2421
5,7.0,2452
5,8.0,3108
5,9.0,3383
5,10.0,5301
6,0.0,7248
6,1.0,5036
6,2.0,3986
6,3.0,4409
6,4.0,7666
6,5.0,8038
6,6.0,2421
6,7.0,2452
6,8.0,3108
6,9.0,3383
6,10.0,5301
7,0.0,3432
7,1.0,3402
7,2.0,2468
7,3.0,3920
7,4.0,7595
7,5.0,2842
7,6.0,2421
7,7.0,2452
7,8.0,3108
7,9.0,3383
7,10.0,5301
8,0.0,6811
8,1.0,7182
8,2.0,7404
8,3.0,4409
8,4.0,7666
8,5.0,3520
8,6.0,2421
8,7.0,2452
8,8.0,3108
8,9.0,3383
8,10.0,5301
9,0.0,5358
9,1.0,6129
9,2.0,7684
9,3.0,4887
9,4.0,7595
9,5.0,3187
9,6.0,2421
9,7.0,2452
9,8.0,3108
9,9.0,3383
9,10.0,5301
10,0.0,3878
10,1.0,6618
10,2.0,3866
10,3.0,3734
10,4.0,7666
10,5.0,3894
10,6.0,2421
10,7.0,2452
10,8.0,3108
10,9.0,3383
10,10.0,5301
11,0.0,6195
11,1.0,4242
11,2.0,5516
11,3.0,3734
11,4.0,7666
11,5.0,7658
11,6.0,2421
11,7.0,2452
11,8.0,3108
11,9.0,3383
11,10.0,5301
12,0.0,4640
12,1.0,6689
12,2.0,7538
12,3.0,3734
12,4.0,6554
12,5.0,7439
12,6.0,2421
12,7.0,2452
12,8.0,3108
12,9.0,3383
12,10.0,5301
13,0.0,7121
13,1.0,5978
13,2.0,7320
13,3.0,7346
13,4.0,7666
13,5.0,4917
13,6.0,2421
13,7.0,2452
13,8.0,3108
13,9.0,3383
13,10.0,5301
14,0.0,4380
14,1.0,5080
14,2.0,7654
14,3.0,4409
14,4.0,7595
14,5.0,2656
14,6.0,5004
14,7.0,2452
14,8.0,3108
14,9.0,3383
14,10.0,5301
15,0.0,8280
15,1.0,3421
15,2.0,3373
15,3.0,6917
15,4.0,7595
15,5.0,3817
15,6.0,2421
15,7.0,4944
15,8.0,3905
15,9.0,6733
15,10.0,3680
16,0.0,5230
16,1.0,8604
16,2.0,6871
16,3.0,6917
16,4.0,7666
16,5.0,3817
16,6.0,2421
16,7.0,4944
16,8.0,3905
16,9.0,6733
16,10.0,3680
17,0.0,7399
17,1.0,2679
17,2.0,5475
17,3.0,6917
17,4.0,6799
17,5.0,3817
17,6.0,2421
17,7.0,4944
17,8.0,3905
17,9.0,6733
17,10.0,3680
18,0.0,3416
18,1.0,3662
18,2.0,5427
18,3.0,6917
18,4.0,7595
18,5.0,3817
18,6.0,2421
18,7.0,4944
18,8.0,3905
18,9.0,6733
18,10.0,3680
19,0.0,3185
19,1.0,6230
19,2.0,5831
19,3.0,7158
19,4.0,7666
19,5.0,2670
19,6.0,2421
19,7.0,7220
19,8.0,2608
19,9.0,3561
19,10.0,8044
20,0.0,2666
20,1.0,8487
20,2.0,8663
20,3.0,5813
20,4.0,7666
20,5.0,2670
20,6.0,2421
20,7.0,7220
20,8.0,2608
20,9.0,6235
20,10.0,2421
21,0.0,8459
21,1.0,2685
21,2.0,6306
21,3.0,3938
21,4.0,7766
21,5.0,3996
21,6.0,6956
21,7.0,7220
21,8.0,2608
21,9.0,3561
21,10.0,8044
22,0.0,5313
22,1.0,6330
22,2.0,8273
22,3.0,3366
22,4.0,6554
22,5.0,5061
22,6.0,7077
22,7.0,7220
22,8.0,2608
22,9.0,3561
22,10.0,8044
23,0.0,3525
23,1.0,7606
23,2.0,2739
23,3.0,7703
23,4.0,7666
23,5.0,5061
23,6.0,2421
23,7.0,7220
23,8.0,2608
23,9.0,3561
23,10.0,8044
24,0.0,5688
24,1.0,3661
24,2.0,3621
24,3.0,4409
24,4.0,8104
24,5.0,7144
24,6.0,8243
24,7.0,7220
24,8.0,2608
24,9.0,3561
24,10.0,8044
25,0.0,5904
25,1.0,8024
25,2.0,8616
25,3.0,3978
25,4.0,7595
25,5.0,4200
25,6.0,5230
25,7.0,7220
25,8.0,2608
25,9.0,3561
25,10.0,8044
26,0.0,4499
26,1.0,2729
26,2.0,8616
26,3.0,3978
26,4.0,7666
26,5.0,4948
26,6.0,5230
26,7.0,7220
26,8.0,2608
26,9.0,3561
26,10.0,8044
27,0.0,3761
27,1.0,4244
27,2.0,4028
27,3.0,3978
27,4.0,7666
27,5.0,4200
27,6.0,5230
27,7.0,7220
27,8.0,2608
27,9.0,3561
27,10.0,8044
28,0.0,5410
28,1.0,3962
28,2.0,5648
28,3.0,6743
28,4.0,7666
28,5.0,2843
28,6.0,7241
28,7.0,7220
28,8.0,2608
28,9.0,3561
28,10.0,8044
29,0.0,4509
29,1.0,6321
29,2.0,6690
29,3.0,6743
29,4.0,6554
29,5.0,8130
29,6.0,7241
29,7.0,7220
29,8.0,2608
29,9.0,3561
29,10.0,8044
30,0.0,7242
30,1.0,4673
30,2.0,7793
30,3.0,6743
30,4.0,7666
30,5.0,8130
30,6.0,7241
30,7.0,7220
30,8.0,2608
30,9.0,3561
30,10.0,8044
31,0.0,8491
31,1.0,2444
31,2.0,4328
31,3.0,6009
31,4.0,7666
31,5.0,4917
31,6.0,2804
31,7.0,7220
31,8.0,2608
31,9.0,3561
31,10.0,8044
32,0.0,6931
32,1.0,3688
32,2.0,5145
32,3.0,4887
32,4.0,7666
32,5.0,7620
32,6.0,3316
32,7.0,7220
32,8.0,2608
32,9.0,3561
32,10.0,8044
33,0.0,3485
33,1.0,2464
33,2.0,7898
33,3.0,4409
33,4.0,8104
33,5.0,7144
33,6.0,8243
33,7.0,7220
33,8.0,2608
33,9.0,3561
33,10.0,8044
34,0.0,7307
34,1.0,6375
34,2.0,8405
34,3.0,3366
34,4.0,7595
34,5.0,4378
34,6.0,7077
34,7.0,7220
34,8.0,2608
34,9.0,3561
34,10.0,8044
35,0.0,7073
35,1.0,7490
35,2.0,6646
35,3.0,6019
35,4.0,7595
35,5.0,8489
35,6.0,7489
35,7.0,7220
35,8.0,2608
35,9.0,3561
35,10.0,8044
36,0.0,8492
36,1.0,3878
36,2.0,7800
36,3.0,8299
36,4.0,6554
36,5.0,8040
36,6.0,7307
36,7.0,7220
36,8.0,2608
36,9.0,3561
36,10.0,8044
37,0.0,6373
37,1.0,5358
37,2.0,6461
37,3.0,6743
37,4.0,7666
37,5.0,2843
37,6.0,7489
37,7.0,7220
37,8.0,2608
37,9.0,3561
37,10.0,8044
38,0.0,8202
38,1.0,6811
38,2.0,6836
38,3.0,3978
38,4.0,7666
38,5.0,4200
38,6.0,5230
38,7.0,7220
38,8.0,2608
38,9.0,3561
38,10.0,8044
39,0.0,4503
39,1.0,2600
39,2.0,4066
39,3.0,6743
39,4.0,7595
39,5.0,2843
39,6.0,4120
39,7.0,3930
39,8.0,7285
39,9.0,3453
39,10.0,2988
40,0.0,3630
40,1.0,2688
40,2.0,2461
40,3.0,3529
40,4.0,7666
40,5.0,7196
40,6.0,2421
40,7.0,3930
40,8.0,7285
40,9.0,3453
40,10.0,2988
41,0.0,8243
41,1.0,4748
41,2.0,5502
41,3.0,2866
41,4.0,7666
41,5.0,7082
41,6.0,2421
41,7.0,3930
41,8.0,7285
41,9.0,3453
41,10.0,2988
42,0.0,8164
42,1.0,8092
42,2.0,2873
42,3.0,5236
42,4.0,8104
42,5.0,4804
42,6.0,3878
42,7.0,5004
42,8.0,7237
42,9.0,3939
42,10.0,5797
43,0.0,2969
43,1.0,4325
43,2.0,7736
43,3.0,3529
43,4.0,8104
43,5.0,8038
43,6.0,7399
43,7.0,5004
43,8.0,7237
43,9.0,3939
43,10.0,5797
44,0.0,7077
44,1.0,4434
44,2.0,3940
44,3.0,4588
44,4.0,8104
44,5.0,5836
44,6.0,2421
44,7.0,5004
44,8.0,7237
44,9.0,3939
44,10.0,5797
45,0.0,5755
45,1.0,2696
45,2.0,6734
45,3.0,2866
45,4.0,7666
45,5.0,3817
45,6.0,2421
45,7.0,5004
45,8.0,7237
45,9.0,3939
45,10.0,5797
46,0.0,5941
46,1.0,3834
46,2.0,3933
46,3.0,6019
46,4.0,7666
46,5.0,5836
46,6.0,2421
46,7.0,5004
46,8.0,7237
46,9.0,3939
46,10.0,5797
47,0.0,5377
47,1.0,5504
47,2.0,7678
47,3.0,6743
47,4.0,8104
47,5.0,2842
47,6.0,2421
47,7.0,5004
47,8.0,7237
47,9.0,8664
47,10.0,2421
48,0.0,3774
48,1.0,5280
48,2.0,2945
48,3.0,6743
48,4.0,7666
48,5.0,2842
48,6.0,2421
48,7.0,5004
48,8.0,7237
48,9.0,3939
48,10.0,5797
49,0.0,3548
49,1.0,2925
49,2.0,8379
49,3.0,3201
49,4.0,7666
49,5.0,7196
49,6.0,3761
49,7.0,5004
49,8.0,7237
49,9.0,3939
49,10.0,5797
50,0.0,6390
50,1.0,5948
50,2.0,4476
50,3.0,6743
50,4.0,5113
50,5.0,2842
50,6.0,2421
50,7.0,4499
50,8.0,3825
50,9.0,7570
50,10.0,5301
51,0.0,2804
51,1.0,8204
51,2.0,3555
51,3.0,6743
51,4.0,5113
51,5.0,7196
51,6.0,7077
51,7.0,4499
51,8.0,3825
51,9.0,7570
51,10.0,5301
52,0.0,8669
52,1.0,3747
52,2.0,4618
52,3.0,4862
52,4.0,8658
52,5.0,4690
52,6.0,2421
52,7.0,4499
52,8.0,3825
52,9.0,7570
52,10.0,5301
53,0.0,6960
53,1.0,7078
53,2.0,2547
53,3.0,6743
53,4.0,8658
53,5.0,8494
53,6.0,7489
53,7.0,4499
53,8.0,3825
53,9.0,7570
53,10.0,5301
54,0.0,7382
54,1.0,7552
54,2.0,6025
54,3.0,6009
54,4.0,8053
54,5.0,3070
54,6.0,3548
54,7.0,4499
54,8.0,3825
54,9.0,7570
54,10.0,5301
55,0.0,5959
55,1.0,5999
55,2.0,3829
55,3.0,5312
55,4.0,5113
55,5.0,6663
55,6.0,4380
55,7.0,4499
55,8.0,3825
55,9.0,7570
55,10.0,5301
56,0.0,7288
56,1.0,3007
56,2.0,8025
56,3.0,8299
56,4.0,7943
56,5.0,3974
56,6.0,7399
56,7.0,4499
56,8.0,3825
56,9.0,7570
56,10.0,5301
57,0.0,4540
57,1.0,5175
57,2.0,6945
57,3.0,6743
57,4.0,7943
57,5.0,7082
57,6.0,8312
57,7.0,5203
57,8.0,7622
57,9.0,5969
57,10.0,3106
58,0.0,5802
58,1.0,7306
58,2.0,5661
58,3.0,2932
58,4.0,7943
58,5.0,3151
58,6.0,4509
58,7.0,5203
58,8.0,7622
58,9.0,5969
58,10.0,3106
59,0.0,5004
59,1.0,5377
59,2.0,7335
59,3.0,2932
59,4.0,5113
59,5.0,3151
59,6.0,4509
59,7.0,5203
59,8.0,7622
59,9.0,5969
59,10.0,3106
60,0.0,5833
60,1.0,5941
60,2.0,4839
60,3.0,4887
60,4.0,8658
60,5.0,8168
60,6.0,4120
60,7.0,5203
60,8.0,7622
60,9.0,5969
60,10.0,3106
61,0.0,7378
61,1.0,7297
61,2.0,3999
61,3.0,5236
61,4.0,7666
61,5.0,5734
61,6.0,2421
61,7.0,2587
61,8.0,2485
61,9.0,6840
61,10.0,2988
62,0.0,6749
62,1.0,3448
62,2.0,2614
62,3.0,8264
62,4.0,8104
62,5.0,3520
62,6.0,5904
62,7.0,6425
62,8.0,6568
62,9.0,8635
62,10.0,4109
63,0.0,4221
63,1.0,5751
63,2.0,6298
63,3.0,8264
63,4.0,7595
63,5.0,3520
63,6.0,5904
63,7.0,6425
63,8.0,6568
63,9.0,8635
63,10.0,4109
64,0.0,7489
64,1.0,8149
64,2.0,3504
64,3.0,6743
64,4.0,7666
64,5.0,2842
64,6.0,2804
64,7.0,6246
64,8.0,8432
64,9.0,6633
64,10.0,5481
65,0.0,5182
65,1.0,6261
65,2.0,7918
65,3.0,3978
65,4.0,8104
65,5.0,2555
65,6.0,4640
65,7.0,6246
65,8.0,8432
65,9.0,6633
65,10.0,5481
66,0.0,3930
66,1.0,5982
66,2.0,3684
66,3.0,8264
66,4.0,7666
66,5.0,7132
66,6.0,5230
66,7.0,6246
66,8.0,8432
66,9.0,6633
66,10.0,5481
67,0.0,7802
67,1.0,3586
67,2.0,6621
67,3.0,6743
