userId,rating,movieId
0,0.0,2866
0,1.0,3060
0,2.0,1363
0,3.0,1530
0,4.0,2038
0,5.0,2038
0,6.0,2061
0,7.0,2709
0,8.0,1030
0,9.0,1915
0,10.0,2668
0,11.0,1471
0,12.0,1121
0,13.0,1924
0,14.0,1170
0,15.0,2791
0,16.0,1169
0,17.0,2038
0,18.0,2038
0,19.0,2852
1,0.0,2842
1,1.0,3060
1,2.0,1363
1,3.0,1530
1,4.0,2038
1,5.0,2038
1,6.0,2061
1,7.0,2709
1,8.0,1030
1,9.0,1915
1,10.0,2668
1,11.0,1471
1,12.0,1121
1,13.0,1924
1,14.0,1170
1,15.0,1143
1,16.0,2857
1,17.0,2038
1,18.0,2038
1,19.0,2086
2,0.0,1181
2,1.0,3060
2,2.0,1363
2,3.0,1530
2,4.0,2038
2,5.0,2038
2,6.0,2061
2,7.0,2709
2,8.0,1030
2,9.0,1915
2,10.0,2668
2,11.0,1471
2,12.0,1121
2,13.0,1924
2,14.0,1170
2,15.0,1107
2,16.0,1638
2,17.0,2038
2,18.0,2038
2,19.0,2124
3,0.0,1622
3,1.0,3060
3,2.0,1363
3,3.0,1530
3,4.0,2038
3,5.0,2038
3,6.0,2725
3,7.0,2709
3,8.0,1030
3,9.0,1915
3,10.0,2668
3,11.0,1471
3,12.0,1121
3,13.0,1924
3,14.0,1170
3,15.0,2790
3,16.0,1690
3,17.0,2038
3,18.0,2038
3,19.0,2322
4,0.0,1985
4,1.0,3060
4,2.0,1363
4,3.0,1530
4,4.0,2038
4,5.0,2038
4,6.0,2061
4,7.0,2709
4,8.0,1030
4,9.0,1915
4,10.0,2668
4,11.0,1471
4,12.0,1121
4,13.0,1924
4,14.0,1170
4,15.0,2763
4,16.0,3114
4,17.0,2038
4,18.0,2038
4,19.0,2358
5,0.0,3181
5,1.0,3060
5,2.0,1363
5,3.0,1530
5,4.0,2038
5,5.0,2038
5,6.0,2061
5,7.0,2709
5,8.0,1030
5,9.0,1915
5,10.0,2668
5,11.0,1471
5,12.0,1121
5,13.0,1924
5,14.0,1170
5,15.0,2305
5,16.0,1207
5,17.0,2038
5,18.0,2038
5,19.0,1036
6,0.0,1341
6,1.0,3060
6,2.0,1363
6,3.0,1530
6,4.0,2038
6,5.0,2038
6,6.0,2061
6,7.0,2709
6,8.0,1030
6,9.0,1915
6,10.0,2668
6,11.0,1471
6,12.0,1121
6,13.0,1924
6,14.0,1170
6,15.0,2393
6,16.0,1343
6,17.0,2038
6,18.0,2038
6,19.0,2244
7,0.0,2142
7,1.0,3060
7,2.0,1363
7,3.0,1530
7,4.0,2038
7,5.0,2038
7,6.0,1501
7,7.0,2709
7,8.0,1030
7,9.0,1915
7,10.0,2668
7,11.0,1471
7,12.0,1121
7,13.0,1924
7,14.0,1170
7,15.0,2341
7,16.0,1502
7,17.0,2038
7,18.0,2038
7,19.0,1367
8,0.0,1597
8,1.0,1195
8,2.0,2328
8,3.0,2054
8,4.0,2038
8,5.0,2038
8,6.0,1522
8,7.0,2709
8,8.0,1513
8,9.0,1915
8,10.0,1602
8,11.0,1471
8,12.0,1771
8,13.0,1924
8,14.0,3030
8,15.0,1206
8,16.0,1629
8,17.0,2539
8,18.0,2687
8,19.0,2347
9,0.0,2406
9,1.0,1195
9,2.0,2328
9,3.0,2054
9,4.0,2038
9,5.0,2038
9,6.0,1522
9,7.0,2709
9,8.0,1513
9,9.0,1915
9,10.0,1602
9,11.0,1471
9,12.0,1771
9,13.0,1924
9,14.0,3030
9,15.0,1294
9,16.0,1846
9,17.0,1878
9,18.0,1812
9,19.0,2923
10,0.0,2260
10,1.0,1195
10,2.0,2328
10,3.0,2054
10,4.0,2038
10,5.0,2038
10,6.0,2607
10,7.0,2709
10,8.0,1513
10,9.0,1915
10,10.0,1602
10,11.0,1471
10,12.0,1771
10,13.0,1924
10,14.0,3030
10,15.0,1989
10,16.0,2970
10,17.0,1391
10,18.0,1901
10,19.0,3004
11,0.0,2507
11,1.0,1195
11,2.0,2328
11,3.0,2054
11,4.0,2038
11,5.0,2038
11,6.0,1522
11,7.0,2709
11,8.0,1513
11,9.0,1915
11,10.0,1602
11,11.0,1471
11,12.0,1771
11,13.0,1924
11,14.0,3030
11,15.0,2272
11,16.0,2954
11,17.0,2416
11,18.0,1901
11,19.0,1418
12,0.0,2466
12,1.0,1195
12,2.0,2328
12,3.0,2054
12,4.0,2038
12,5.0,2038
12,6.0,1522
12,7.0,2709
12,8.0,1513
12,9.0,1915
12,10.0,1602
12,11.0,1471
12,12.0,1771
12,13.0,1924
12,14.0,3030
12,15.0,3078
12,16.0,1382
12,17.0,3091
12,18.0,1150
12,19.0,3072
13,0.0,1703
13,1.0,3127
13,2.0,2328
13,3.0,2054
13,4.0,2038
13,5.0,2038
13,6.0,1522
13,7.0,2709
13,8.0,1513
13,9.0,1915
13,10.0,1602
13,11.0,1471
13,12.0,1771
13,13.0,1924
13,14.0,3030
13,15.0,2310
13,16.0,2975
13,17.0,2038
13,18.0,2826
13,19.0,1208
14,0.0,1939
14,1.0,1195
14,2.0,2328
14,3.0,2054
14,4.0,2038
14,5.0,2038
14,6.0,1522
14,7.0,2709
14,8.0,1513
14,9.0,1915
14,10.0,1602
14,11.0,1471
14,12.0,1771
14,13.0,1924
14,14.0,3030
14,15.0,1557
14,16.0,2229
14,17.0,2038
14,18.0,2826
14,19.0,2761
15,0.0,1675
15,1.0,1195
15,2.0,2328
15,3.0,2054
15,4.0,2038
15,5.0,2038
15,6.0,1522
15,7.0,2709
15,8.0,1513
15,9.0,1915
15,10.0,1602
15,11.0,1471
15,12.0,1771
15,13.0,1924
15,14.0,2121
15,15.0,1184
15,16.0,1219
15,17.0,2696
15,18.0,1624
15,19.0,1956
16,0.0,2304
16,1.0,1195
16,2.0,2328
16,3.0,2054
16,4.0,2038
16,5.0,2038
16,6.0,1522
16,7.0,2709
16,8.0,1513
16,9.0,1915
16,10.0,1602
16,11.0,1323
16,12.0,1771
16,13.0,1924
16,14.0,2121
16,15.0,1706
16,16.0,2754
16,17.0,3129
16,18.0,2440
16,19.0,1362
17,0.0,3137
17,1.0,1195
17,2.0,2328
17,3.0,2054
17,4.0,2038
17,5.0,2038
17,6.0,1522
17,7.0,2709
17,8.0,1513
17,9.0,1915
17,10.0,1602
17,11.0,1471
17,12.0,1771
17,13.0,1924
17,14.0,2121
17,15.0,1937
17,16.0,2640
17,17.0,1878
17,18.0,1038
17,19.0,2113
18,0.0,3023
18,1.0,1195
18,2.0,2328
18,3.0,2054
18,4.0,2038
18,5.0,2038
18,6.0,1522
18,7.0,2709
18,8.0,1513
18,9.0,1915
18,10.0,1602
18,11.0,1471
18,12.0,1771
18,13.0,1924
18,14.0,2121
18,15.0,2484
18,16.0,1102
18,17.0,2416
18,18.0,2118
18,19.0,1175
19,0.0,1833
19,1.0,2912
19,2.0,2095
19,3.0,1864
19,4.0,2038
19,5.0,2038
19,6.0,1577
19,7.0,2709
19,8.0,2378
19,9.0,3130
19,10.0,1701
19,11.0,1471
19,12.0,1771
19,13.0,1924
19,14.0,3030
19,15.0,1206
19,16.0,1629
19,17.0,1626
19,18.0,2569
19,19.0,2347
20,0.0,3119
20,1.0,2912
20,2.0,2095
20,3.0,1864
20,4.0,2038
20,5.0,2038
20,6.0,1577
20,7.0,2709
20,8.0,2378
20,9.0,3130
20,10.0,1701
20,11.0,1471
20,12.0,1771
20,13.0,1924
20,14.0,3030
20,15.0,1294
20,16.0,1846
20,17.0,3129
20,18.0,1765
20,19.0,2923
21,0.0,2281
21,1.0,2912
21,2.0,2095
21,3.0,1864
