userId,rating,movieId
0,0.0,4169
0,1.0,3788
0,2.0,1957
0,3.0,1906
0,4.0,1675
0,5.0,3846
0,6.0,3773
0,7.0,4832
0,8.0,3762
0,9.0,2342
0,10.0,1855
1,0.0,1844
1,1.0,2098
1,2.0,5031
1,3.0,5769
1,4.0,4931
1,5.0,5918
1,6.0,1011
1,7.0,1011
1,8.0,2148
1,9.0,1011
1,10.0,2015
2,0.0,5230
2,1.0,1018
2,2.0,1957
2,3.0,1674
2,4.0,2331
2,5.0,5311
2,6.0,1493
2,7.0,5092
2,8.0,4825
2,9.0,1546
2,10.0,3329
3,0.0,3135
3,1.0,6601
3,2.0,3283
3,3.0,1011
3,4.0,1011
3,5.0,1011
3,6.0,4176
3,7.0,6887
3,8.0,3309
3,9.0,5275
3,10.0,6599
4,0.0,6575
4,1.0,2873
4,2.0,1957
4,3.0,3794
4,4.0,4528
4,5.0,3629
4,6.0,1616
4,7.0,5092
4,8.0,2012
4,9.0,1666
4,10.0,5898
5,0.0,2449
5,1.0,3241
5,2.0,1957
5,3.0,1011
5,4.0,1011
5,5.0,1011
5,6.0,5409
5,7.0,5092
5,8.0,1446
5,9.0,1292
5,10.0,5354
6,0.0,3251
6,1.0,4645
6,2.0,1957
6,3.0,4497
6,4.0,3237
6,5.0,3591
6,6.0,1537
6,7.0,5103
6,8.0,2825
6,9.0,1156
6,10.0,4229
7,0.0,6120
7,1.0,1682
7,2.0,3383
7,3.0,6943
7,4.0,1011
7,5.0,1011
7,6.0,6730
7,7.0,4737
7,8.0,5414
7,9.0,4911
7,10.0,4016
8,0.0,4330
8,1.0,3995
8,2.0,5537
8,3.0,1510
8,4.0,1011
8,5.0,5424
8,6.0,1267
8,7.0,5633
8,8.0,4368
8,9.0,2205
8,10.0,1585
9,0.0,6458
9,1.0,5118
9,2.0,1011
9,3.0,2807
9,4.0,1011
9,5.0,1011
9,6.0,4170
9,7.0,1143
9,8.0,1703
9,9.0,5774
9,10.0,1115
10,0.0,2787
10,1.0,6358
10,2.0,1011
10,3.0,5959
10,4.0,1011
10,5.0,1133
10,6.0,5236
10,7.0,5370
10,8.0,1446
10,9.0,3725
10,10.0,4616
11,0.0,2287
11,1.0,3213
11,2.0,5537
11,3.0,5248
11,4.0,2299
11,5.0,2895
11,6.0,2240
11,7.0,2455
11,8.0,4965
11,9.0,5229
11,10.0,2122
12,0.0,3111
12,1.0,2988
12,2.0,1957
12,3.0,3159
12,4.0,1634
12,5.0,5810
12,6.0,6839
12,7.0,2455
12,8.0,3309
12,9.0,6553
12,10.0,2323
13,0.0,2180
13,1.0,4416
13,2.0,1011
13,3.0,6660
